Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
RIO.BA,9530.0,2024/10/24,16:59 ART,-60.0,9560.0,9570.0,9480.0,2149,,,,,,,
MELI.BA,20250.0,2024/10/24,16:59 ART,100.0,20000.0,20325.0,19925.0,28624,,,,,,,
IBN.BA,34850.0,2024/10/24,16:13 ART,-425.0,35100.0,35100.0,34750.0,34,,,,,,,
SAP.BD,84850.0,2024/10/21,15:52 CEST,0.0,84850.0,84850.0,84850.0,1,,,,,,,
BMY.BA,20775.0,2024/10/24,16:57 ART,-125.0,21025.0,21050.0,20650.0,407,,,,,,,
MMC.BA,16350.0,2024/10/24,15:17 ART,-325.0,16575.0,16575.0,16350.0,56,,,,,,,
SBUX.BA,9530.0,2024/10/24,16:57 ART,-120.0,9320.0,9830.0,9320.0,2283,,,,,,,
GILD.BA,26275.0,2024/10/24,16:57 ART,300.0,26150.0,26325.0,26125.0,158,,,,,,,
DCII.JK,45350.0,2024/10/25,16:00 WIB,-575.0,45900.0,45900.0,45350.0,700,,,,,,,
DE.BA,12175.0,2024/10/24,16:57 ART,100.0,11600.0,12175.0,11600.0,662,,,,,,,
ADI.BA,18025.0,2024/10/24,16:57 ART,150.0,18125.0,18150.0,17975.0,145,,,,,,,
MSN.VN,77200.0,2024/10/25,14:45 ICT,-1300.0,79100.0,79300.0,77200.0,11371500,,,,,,,
GLN.JO,9192.0,2024/10/25,15:05 SAST,-8.0,9182.0,9196.0,9120.0,346543,,,,,,,
ADRO.JK,3660.0,2024/10/25,16:14 WIB,-20.0,3700.0,3710.0,3590.0,77709700,,,,,,,
ACB.VN,24900.0,2024/10/25,14:45 ICT,-100.0,25000.0,25100.0,24850.0,10970400,,,,,,,
MDT.BA,26850.0,2024/10/24,16:51 ART,-600.0,27150.0,27175.0,26850.0,1199,,,,,,,
NKE.BA,7780.0,2024/10/24,16:59 ART,-150.0,7920.0,7990.0,7770.0,30657,,,,,,,
ADP.BA,57650.0,2024/10/23,15:36 ART,0.0,57400.0,0.0,0.0,21,,,,,,,
ABEV.BA,8120.0,2024/10/24,16:54 ART,40.0,8060.0,8130.0,7950.0,738,,,,,,,
LMT.BA,33400.0,2024/10/24,16:39 ART,-575.0,34050.0,34050.0,33300.0,460,,,,,,,
DNET.JK,9200.0,2024/10/25,16:00 WIB,-100.0,9300.0,9450.0,9250.0,15200,,,,,,,
MBB.VN,24650.0,2024/10/25,14:45 ICT,-50.0,24800.0,24800.0,24550.0,10691300,,,,,,,
HON.BA,30800.0,2024/10/24,16:57 ART,-1850.0,31500.0,31550.0,30800.0,253,,,,,,,
BTI.JO,61063.0,2024/10/25,15:05 SAST,-19.0,60842.0,61080.0,60653.0,542516,,,,,,,
000660.KS,201000.0,2024/10/25,15:30 KST,2800.0,203000.0,206000.0,199400.0,5681460,,,,,,,
BRIS.JK,3010.0,2024/10/25,16:14 WIB,-80.0,3100.0,3110.0,3010.0,20604100,,,,,,,
BHP.BA,32975.0,2024/10/24,16:48 ART,-75.0,33100.0,33100.0,32875.0,19,,,,,,,
DISN.BA,9360.0,2024/10/24,16:58 ART,-140.0,9500.0,9500.0,9350.0,13843,,,,,,,
VNM.VN,68000.0,2024/10/25,14:45 ICT,-400.0,68600.0,68600.0,67900.0,2170200,,,,,,,
TTE.BA,25475.0,2024/10/24,16:57 ART,-25.0,25400.0,25575.0,25375.0,99,,,,,,,
AMRT.JK,3480.0,2024/10/25,16:14 WIB,-70.0,3560.0,3580.0,3480.0,14934300,,,,,,,
AMAT.BA,43375.0,2024/10/24,16:57 ART,-50.0,43800.0,44025.0,43350.0,1414,,,,,,,
ICBP.JK,12650.0,2024/10/25,16:10 WIB,125.0,12550.0,12850.0,12525.0,3657800,,,,,,,
CFR.JO,261433.0,2024/10/25,15:06 SAST,-767.0,261756.0,262060.0,260265.0,20667,,,,,,,
T.BA,8740.0,2024/10/24,16:57 ART,-110.0,9000.0,9000.0,8650.0,2873,,,,,,,
HSBC.BA,26125.0,2024/10/24,16:10 ART,-75.0,26350.0,26350.0,26125.0,58,,,,,,,
PFE.BA,8430.0,2024/10/24,16:59 ART,-150.0,8570.0,8590.0,8400.0,9017,,,,,,,
VIC.VN,41550.0,2024/10/25,14:45 ICT,-500.0,42200.0,42300.0,41550.0,2067900,,,,,,,
RTX.BA,29550.0,2024/10/24,16:46 ART,-700.0,29900.0,29900.0,29500.0,78,,,,,,,
VPB.VN,20100.0,2024/10/25,14:45 ICT,100.0,20100.0,20200.0,20000.0,18005400,,,,,,,
GS.BA,47625.0,2024/10/24,16:56 ART,325.0,47400.0,47725.0,47250.0,569,,,,,,,
AMGN.BA,12350.0,2024/10/24,16:55 ART,-75.0,12425.0,12475.0,12325.0,137,,,,,,,
GAS.VN,70900.0,2024/10/25,14:45 ICT,-100.0,71000.0,71400.0,70900.0,322500,,,,,,,
FMX.BA,19000.0,2024/10/24,16:57 ART,-350.0,19225.0,19250.0,19000.0,25,,,,,,,
HPG.VN,26450.0,2024/10/25,14:45 ICT,0.0,26600.0,26650.0,26450.0,10672600,,,,,,,
TCB.VN,23500.0,2024/10/25,14:45 ICT,-150.0,23750.0,23850.0,23400.0,18284200,,,,,,,
VZ.BA,12350.0,2024/10/24,16:58 ART,-325.0,12600.0,12600.0,12200.0,7597,,,,,,,
PRX.JO,75613.0,2024/10/25,15:05 SAST,1068.0,74500.0,75649.0,74420.0,513946,,,,,,,
CAT.BA,22800.0,2024/10/24,16:54 ART,-50.0,23000.0,23000.0,22650.0,769,,,,,,,
QCOM.BA,18050.0,2024/10/24,16:57 ART,75.0,17800.0,18200.0,17800.0,14343,,,,,,,
TXN.BA,48700.0,2024/10/24,16:59 ART,725.0,48300.0,49000.0,48300.0,469,,,,,,,
AXP.BA,21175.0,2024/10/24,16:57 ART,-200.0,21350.0,21425.0,21100.0,1587,,,,,,,
CTG.VN,34600.0,2024/10/25,14:45 ICT,-250.0,34750.0,34800.0,34500.0,4542300,,,,,,,
GE.BA,26550.0,2024/10/24,16:58 ART,-425.0,26350.0,26925.0,26350.0,2226,,,,,,,
HDB.BA,38075.0,2024/10/24,14:45 ART,-100.0,37975.0,37975.0,37975.0,11,,,,,,,
IBM.BA,17175.0,2024/10/24,16:59 ART,-1300.0,18350.0,18350.0,17025.0,13196,,,,,,,
FPT.VN,134000.0,2024/10/25,14:45 ICT,-300.0,134300.0,134600.0,133600.0,1839000,,,,,,,
SONY.BA,2615.0,2024/10/24,16:57 ART,20.0,2625.0,2630.0,2585.0,5140,,,,,,,
ABT.BA,34350.0,2024/10/24,16:57 ART,-375.0,34525.0,34600.0,34275.0,405,,,,,,,
VHM.VN,43850.0,2024/10/25,14:45 ICT,0.0,44550.0,44650.0,43500.0,24552700,,,,,,,
ADBE.BA,12925.0,2024/10/24,16:57 ART,-125.0,13050.0,13350.0,12875.0,5980,,,,,,,
TMO.BA,29975.0,2024/10/24,16:55 ART,-975.0,30675.0,30675.0,29900.0,41,,,,,,,
MCD.BA,14825.0,2024/10/24,16:57 ART,50.0,14925.0,14925.0,14700.0,10534,,,,,,,
BBNI.JK,5650.0,2024/10/25,16:12 WIB,25.0,5625.0,5650.0,5550.0,20200300,,,,,,,
ASII.JK,5225.0,2024/10/25,16:14 WIB,-50.0,5275.0,5275.0,5200.0,27247500,,,,,,,
WFC.BA,15425.0,2024/10/24,16:57 ART,100.0,15250.0,15425.0,15250.0,1241,,,,,,,
TM.BA,13425.0,2024/10/24,16:57 ART,-175.0,13550.0,13575.0,13300.0,2384,,,,,,,
CSCO.BA,13150.0,2024/10/24,16:57 ART,-200.0,13375.0,13375.0,13125.0,1781,,,,,,,
NVS.BA,33400.0,2024/10/24,16:15 ART,-400.0,33600.0,33600.0,33400.0,7,,,,,,,
ANH.JO,113836.0,2024/10/25,15:06 SAST,-749.0,113767.0,114032.0,113323.0,186168,,,,,,,
AZN.BA,44800.0,2024/10/24,16:40 ART,-725.0,45200.0,45200.0,44800.0,774,,,,,,,
PEP.BA,11275.0,2024/10/24,16:57 ART,-100.0,11350.0,11400.0,11225.0,13068,,,,,,,
AMDCL.SN,146050.0,2024/10/23,10:06 CLST,-5227.0,0.0,146050.0,146050.0,0,,,,,,,
AMD.BA,18125.0,2024/10/24,16:59 ART,-25.0,18200.0,18350.0,18025.0,21411,,,,,,,
SHEL.BA,39200.0,2024/10/24,16:57 ART,-250.0,39525.0,39525.0,39050.0,200,,,,,,,
BHG.JO,49648.0,2024/10/25,15:05 SAST,373.0,49328.0,49698.0,49236.0,152242,,,,,,,
MRK.BA,24925.0,2024/10/24,16:57 ART,-375.0,25100.0,25150.0,24850.0,483,,,,,,,
CVX.BA,11100.0,2024/10/24,16:57 ART,0.0,11350.0,11350.0,11025.0,4757,,,,,,,
CRM.BA,18800.0,2024/10/24,16:58 ART,75.0,18800.0,19025.0,18725.0,756,,,,,,,
PANI.JK,14975.0,2024/10/25,16:13 WIB,775.0,14200.0,15150.0,14200.0,16475200,,,,,,,
SAP.BA,46725.0,2024/10/24,16:54 ART,225.0,46900.0,46900.0,46725.0,22,,,,,,,
BABA.BA,12625.0,2024/10/24,16:59 ART,-325.0,12750.0,12750.0,12525.0,42559,,,,,,,
BID.VN,47500.0,2024/10/25,14:45 ICT,-500.0,48050.0,48300.0,47500.0,1696500,,,,,,,
DSSA.JK,45000.0,2024/10/25,16:12 WIB,2000.0,43000.0,45400.0,42700.0,2551300,,,,,,,
KO.BA,15875.0,2024/10/24,16:59 ART,-225.0,16000.0,16100.0,15825.0,135537,,,,,,,
TLKM.JK,2910.0,2024/10/25,16:14 WIB,10.0,2900.0,2950.0,2900.0,50694200,,,,,,,
NFLX.BA,18500.0,2024/10/24,16:57 ART,0.0,18425.0,18650.0,18400.0,1797,,,,,,,
ABBV.BA,22350.0,2024/10/24,16:58 ART,100.0,22000.0,22550.0,22000.0,203,,,,,,,
IVVCL.SN,552250.0,2024/10/24,15:00 CLST,-2529.0,0.0,552250.0,552250.0,0,,,,,,,
NFLXCL.SN,720310.0,2024/10/18,13:30 CLST,89010.0,0.0,720310.0,720310.0,0,,,,,,,
SAN.BA,23500.0,2024/10/24,15:13 ART,-150.0,24200.0,24200.0,23400.0,64,,,,,,,
005935.KS,47650.0,2024/10/25,15:30 KST,-900.0,48550.0,48900.0,47550.0,1436706,,,,,,,
005930.KS,55900.0,2024/10/25,15:30 KST,-700.0,56000.0,56900.0,55800.0,25829315,,,,,,,
JNJ.BA,12875.0,2024/10/24,16:58 ART,-250.0,13125.0,13125.0,12825.0,5730,,,,,,,
COST.BA,21925.0,2024/10/24,16:57 ART,-275.0,22175.0,22175.0,21900.0,1151,,,,,,,
PG.BA,13300.0,2024/10/24,16:57 ART,-150.0,13325.0,13425.0,13275.0,2527,,,,,,,
HD.BA,14825.0,2024/10/24,16:51 ART,75.0,14800.0,14900.0,14700.0,733,,,,,,,
ORCL.BA,68650.0,2024/10/24,16:57 ART,50.0,71500.0,71500.0,68300.0,119,,,,,,,
MACL.SN,486450.0,2024/10/23,14:37 CLST,28707.0,0.0,486450.0,486450.0,0,,,,,,,
VCB.VN,91800.0,2024/10/25,14:45 ICT,100.0,92100.0,92300.0,91700.0,1051300,,,,,,,
XOM.BA,14100.0,2024/10/24,16:57 ART,-175.0,14200.0,14225.0,14050.0,2313,,,,,,,
V.BA,18525.0,2024/10/24,16:58 ART,-175.0,18675.0,18675.0,18475.0,4079,,,,,,,
JPM.BA,17625.0,2024/10/24,16:57 ART,-75.0,17975.0,17975.0,17475.0,3764,,,,,,,
BYAN.JK,17100.0,2024/10/25,16:00 WIB,-75.0,17175.0,17175.0,16975.0,29200,,,,,,,
WMT.BA,5450.0,2024/10/24,16:57 ART,-40.0,5510.0,5510.0,5420.0,15970,,,,,,,
BMRI.JK,7050.0,2024/10/25,16:14 WIB,75.0,6975.0,7050.0,6975.0,34637500,,,,,,,
AMMN.JK,9225.0,2024/10/25,16:14 WIB,0.0,9225.0,9400.0,9225.0,17530400,,,,,,,
BBRI.JK,4770.0,2024/10/25,16:13 WIB,-50.0,4820.0,4860.0,4780.0,195647800,,,,,,,
TSLACL.SN,243340.0,2024/10/24,14:20 CLST,5016.0,0.0,243340.0,243340.0,0,,,,,,,
LLY.BA,18850.0,2024/10/24,16:57 ART,-225.0,19200.0,19200.0,18725.0,2153,,,,,,,
TPIA.JK,9100.0,2024/10/25,16:13 WIB,100.0,9000.0,9300.0,9000.0,10234700,,,,,,,
AVGOCL.SN,170000.0,2024/10/22,10:16 CLST,0.0,0.0,170000.0,170000.0,0,,,,,,,
TSLA.BA,20450.0,2024/10/24,16:59 ART,3500.0,19300.0,20625.0,19300.0,584927,,,,,,,
TSM.BA,25900.0,2024/10/24,16:58 ART,-500.0,26350.0,26350.0,25850.0,2414,,,,,,,
BRKBCL.SN,439740.0,2024/10/22,10:10 CLST,0.0,0.0,439740.0,439740.0,0,,,,,,,
BRKB.BA,24575.0,2024/10/24,16:59 ART,-325.0,24900.0,24900.0,24425.0,19336,,,,,,,
BREN.JK,7275.0,2024/10/25,16:14 WIB,-125.0,7450.0,7550.0,7225.0,13699600,,,,,,,
BBCA.JK,10750.0,2024/10/25,16:14 WIB,50.0,10650.0,10750.0,10625.0,34847500,,,,,,,
METACL.SN,549300.0,2024/10/22,12:55 CLST,4675.0,0.0,549300.0,549300.0,0,,,,,,,
C.BA,24800.0,2024/10/24,16:57 ART,-200.0,24775.0,24875.0,24575.0,526,,,,,,,
AMZN.BA,1530.0,2024/10/24,16:59 ART,5.0,1520.0,1540.0,1515.0,557219,,,,,,,
GOOGL.BA,3320.0,2024/10/24,16:59 ART,-10.0,3330.0,3340.0,3290.0,243579,,,,,,,
MSFT.BA,16700.0,2024/10/24,16:59 ART,-125.0,16725.0,16850.0,16625.0,27608,,,,,,,
NVDACL.SN,132600.0,2024/10/24,14:39 CLST,52.0,0.0,132600.0,132600.0,0,,,,,,,
NVDA.BA,6900.0,2024/10/24,16:59 ART,0.0,6900.0,6980.0,6810.0,165106,,,,,,,
AAPL.BA,13600.0,2024/10/24,16:59 ART,-75.0,13650.0,13675.0,13500.0,56729,,,,,,,
